term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1948-01-06T09:57:13Z,81.62,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1948-02-04T21:41:15Z,81.72,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1948-03-05T15:57:42Z,81.83,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1948-04-04T21:08:18Z,81.93,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1948-05-05T14:49:57Z,82.03,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1948-06-05T19:17:16Z,82.14,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1948-07-07T05:40:12Z,82.24,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1948-08-07T15:22:48Z,82.35,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1948-09-07T18:00:39Z,82.45,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1948-10-08T09:15:57Z,82.55,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1948-11-07T12:03:49Z,82.66,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1948-12-07T04:38:06Z,82.76,SAJU_LITE_REFINED,v1.5.10+astro
