term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2034-01-05T06:55:38Z,80.36,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,2034-02-03T18:32:17Z,80.42,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,2034-03-05T12:24:23Z,80.48,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,2034-04-04T17:00:07Z,80.54,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,2034-05-05T10:04:52Z,80.60,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,2034-06-05T14:03:49Z,80.66,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,2034-07-07T00:15:25Z,80.72,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,2034-08-07T10:06:43Z,80.78,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,2034-09-07T13:11:12Z,80.83,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,2034-10-08T05:03:17Z,80.89,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,2034-11-07T08:27:49Z,80.95,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,2034-12-07T01:29:08Z,81.01,SAJU_LITE_REFINED,v1.5.10+astro
