term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2025-01-05T02:30:27Z,74.49,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,2025-02-03T14:07:30Z,74.54,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,2025-03-05T08:01:58Z,74.59,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,2025-04-04T12:40:44Z,74.64,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,2025-05-05T05:49:10Z,74.69,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,2025-06-05T09:50:45Z,74.74,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,2025-07-06T20:03:01Z,74.79,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,2025-08-07T05:53:07Z,74.85,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,2025-09-07T08:54:26Z,74.90,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,2025-10-08T00:42:19Z,74.95,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,2025-11-07T04:02:46Z,75.00,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,2025-12-06T21:01:11Z,75.05,SAJU_LITE_REFINED,v1.5.10+astro
