term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1903-01-06T11:38:53Z,34.42,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1903-02-04T23:27:17Z,34.48,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1903-03-06T17:57:05Z,34.55,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1903-04-05T23:26:29Z,34.62,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1903-05-06T17:27:49Z,34.69,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1903-06-06T22:10:09Z,34.76,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1903-07-08T08:39:09Z,34.82,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1903-08-08T18:17:00Z,34.89,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1903-09-08T20:41:31Z,34.96,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1903-10-09T11:38:06Z,35.03,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1903-11-08T14:07:46Z,35.10,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1903-12-08T06:28:36Z,35.17,SAJU_LITE_REFINED,v1.5.10+astro
