term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1967-01-06T00:38:21Z,106.36,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1967-02-04T12:20:41Z,106.47,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1967-03-06T06:31:30Z,106.58,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1967-04-05T11:34:24Z,106.70,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1967-05-06T05:07:53Z,106.81,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1967-06-06T09:28:52Z,106.92,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1967-07-07T19:49:10Z,107.03,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1967-08-08T05:33:37Z,107.15,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1967-09-08T08:17:16Z,107.26,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1967-10-08T23:40:44Z,107.37,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1967-11-08T02:36:46Z,107.49,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1967-12-07T19:16:44Z,107.60,SAJU_LITE_REFINED,v1.5.10+astro
