term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1952-01-06T09:07:15Z,86.65,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1952-02-04T20:50:45Z,86.75,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1952-03-05T15:05:55Z,86.86,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1952-04-04T20:14:53Z,86.97,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1952-05-05T13:54:26Z,87.07,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1952-06-05T18:20:26Z,87.18,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1952-07-07T04:42:50Z,87.28,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1952-08-07T14:25:42Z,87.39,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1952-09-07T17:04:52Z,87.50,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1952-10-08T08:22:00Z,87.60,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1952-11-07T11:11:59Z,87.71,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1952-12-07T03:47:35Z,87.82,SAJU_LITE_REFINED,v1.5.10+astro
