term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1938-01-05T23:30:11Z,69.54,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1938-02-04T11:15:25Z,69.64,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1938-03-06T05:34:40Z,69.74,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1938-04-05T10:49:42Z,69.84,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1938-05-06T04:35:43Z,69.93,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1938-06-06T09:06:27Z,70.03,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1938-07-07T19:30:58Z,70.13,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1938-08-08T05:12:31Z,70.23,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1938-09-08T07:47:51Z,70.32,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1938-10-08T22:59:20Z,70.42,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1938-11-08T01:43:38Z,70.52,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1938-12-07T18:15:09Z,70.62,SAJU_LITE_REFINED,v1.5.10+astro
