term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1989-01-05T08:41:47Z,137.02,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1989-02-03T20:21:45Z,137.14,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1989-03-05T14:26:29Z,137.25,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1989-04-04T19:19:54Z,137.37,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1989-05-05T12:43:38Z,137.49,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1989-06-05T16:57:29Z,137.61,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1989-07-07T03:14:53Z,137.73,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1989-08-07T13:01:27Z,137.85,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1989-09-07T15:52:04Z,137.97,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1989-10-08T07:24:55Z,138.09,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1989-11-07T10:30:11Z,138.20,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1989-12-07T03:17:16Z,138.32,SAJU_LITE_REFINED,v1.5.10+astro
