term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2008-01-05T23:24:07Z,65.87,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,2008-02-04T11:02:30Z,65.91,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,2008-03-05T05:01:49Z,65.94,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,2008-04-04T09:47:35Z,65.98,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,2008-05-05T03:03:17Z,66.01,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,2008-06-05T07:10:24Z,66.04,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,2008-07-06T17:25:26Z,66.08,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,2008-08-07T03:13:50Z,66.11,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,2008-09-07T06:10:09Z,66.15,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,2008-10-07T21:51:01Z,66.18,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,2008-11-07T01:04:21Z,66.22,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,2008-12-06T17:57:29Z,66.25,SAJU_LITE_REFINED,v1.5.10+astro
