term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1980-01-06T04:21:29Z,124.29,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1980-02-04T16:02:46Z,124.40,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1980-03-05T10:10:09Z,124.52,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1980-04-04T15:08:02Z,124.64,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1980-05-05T08:35:59Z,124.76,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1980-06-05T12:53:16Z,124.87,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1980-07-06T23:12:15Z,124.99,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1980-08-07T08:58:17Z,125.11,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1980-09-07T11:46:16Z,125.22,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1980-10-08T03:15:25Z,125.34,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1980-11-07T06:17:00Z,125.46,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1980-12-06T23:01:27Z,125.57,SAJU_LITE_REFINED,v1.5.10+astro
