term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1940-01-06T11:12:31Z,71.90,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1940-02-04T22:57:29Z,72.00,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1940-03-05T17:16:28Z,72.09,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1940-04-04T22:30:43Z,72.19,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1940-05-05T16:15:57Z,72.29,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1940-06-05T20:46:16Z,72.39,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1940-07-07T07:10:24Z,72.49,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1940-08-07T16:52:36Z,72.59,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1940-09-07T19:28:20Z,72.69,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1940-10-08T10:40:44Z,72.79,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1940-11-07T13:25:42Z,72.89,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1940-12-07T05:58:08Z,72.99,SAJU_LITE_REFINED,v1.5.10+astro
