term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1977-01-05T10:46:16Z,120.09,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1977-02-03T22:27:49Z,120.21,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1977-03-05T16:35:59Z,120.33,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1977-04-04T21:34:56Z,120.44,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1977-05-05T15:04:21Z,120.56,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1977-06-05T19:22:16Z,120.68,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1977-07-07T05:41:31Z,120.79,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1977-08-07T15:27:33Z,120.91,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1977-09-07T18:14:38Z,121.02,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1977-10-08T09:42:50Z,121.14,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1977-11-07T12:43:22Z,121.26,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1977-12-07T05:27:01Z,121.37,SAJU_LITE_REFINED,v1.5.10+astro
