term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,1928-01-06T13:27:17Z,58.27,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,1928-02-05T01:13:18Z,58.36,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,1928-03-05T19:35:27Z,58.45,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,1928-04-05T00:54:26Z,58.54,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,1928-05-05T18:44:57Z,58.63,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,1928-06-05T23:18:51Z,58.72,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,1928-07-07T09:44:25Z,58.82,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,1928-08-07T19:24:55Z,58.91,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,1928-09-07T21:56:42Z,59.00,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,1928-10-08T13:03:33Z,59.09,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,1928-11-07T15:43:06Z,59.18,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,1928-12-07T08:11:12Z,59.27,SAJU_LITE_REFINED,v1.5.10+astro
