term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2029-01-05T01:42:03Z,76.99,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,2029-02-03T13:18:51Z,77.04,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,2029-03-05T07:12:15Z,77.10,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,2029-04-04T11:49:26Z,77.15,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,2029-05-05T04:56:10Z,77.21,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,2029-06-05T08:56:26Z,77.26,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,2029-07-06T19:08:34Z,77.32,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,2029-08-07T04:59:04Z,77.37,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,2029-09-07T08:01:58Z,77.42,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,2029-10-07T23:51:48Z,77.48,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,2029-11-07T03:14:06Z,77.53,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,2029-12-06T20:14:06Z,77.59,SAJU_LITE_REFINED,v1.5.10+astro
