term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
小寒,0,2030-01-05T07:31:30Z,77.64,SAJU_LITE_REFINED,v1.5.10+astro
立春,30,2030-02-03T19:08:02Z,77.70,SAJU_LITE_REFINED,v1.5.10+astro
驚蟄,60,2030-03-05T13:01:27Z,77.75,SAJU_LITE_REFINED,v1.5.10+astro
清明,90,2030-04-04T17:38:21Z,77.81,SAJU_LITE_REFINED,v1.5.10+astro
立夏,120,2030-05-05T10:44:25Z,77.86,SAJU_LITE_REFINED,v1.5.10+astro
芒種,150,2030-06-05T14:44:41Z,77.92,SAJU_LITE_REFINED,v1.5.10+astro
小暑,180,2030-07-07T00:56:33Z,77.97,SAJU_LITE_REFINED,v1.5.10+astro
立秋,210,2030-08-07T10:47:19Z,78.03,SAJU_LITE_REFINED,v1.5.10+astro
白露,240,2030-09-07T13:50:45Z,78.08,SAJU_LITE_REFINED,v1.5.10+astro
寒露,270,2030-10-08T05:41:00Z,78.14,SAJU_LITE_REFINED,v1.5.10+astro
立冬,300,2030-11-07T09:03:49Z,78.19,SAJU_LITE_REFINED,v1.5.10+astro
大雪,330,2030-12-07T02:04:05Z,78.25,SAJU_LITE_REFINED,v1.5.10+astro
