term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15.0,1970-04-05T05:02:00Z,,kfa_manseoryeok,v1
立夏,45.0,1970-05-05T22:34:00Z,,kfa_manseoryeok,v1
芒種,75.0,1970-06-06T02:52:00Z,,kfa_manseoryeok,v1
小暑,90.0,1970-07-07T13:11:00Z,,kfa_manseoryeok,v1
立秋,120.0,1970-08-07T22:54:00Z,,kfa_manseoryeok,v1
白露,150.0,1970-09-08T01:38:00Z,,kfa_manseoryeok,v1
寒露,165.0,1970-10-08T17:02:00Z,,kfa_manseoryeok,v1
立冬,195.0,1970-11-07T19:58:00Z,,kfa_manseoryeok,v1
大雪,225.0,1970-12-07T12:38:00Z,,kfa_manseoryeok,v1
小寒,285.0,1970-01-05T18:02:00Z,,kfa_manseoryeok,v1
立春,315.0,1970-02-04T05:46:00Z,,kfa_manseoryeok,v1
驚蟄,345.0,1970-03-05T23:59:00Z,,kfa_manseoryeok,v1
