term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15.0,1989-04-04T19:30:00Z,,kfa_manseoryeok,v1
立夏,45.0,1989-05-05T12:54:00Z,,kfa_manseoryeok,v1
芒種,75.0,1989-06-05T17:05:00Z,,kfa_manseoryeok,v1
小暑,90.0,1989-07-07T03:19:00Z,,kfa_manseoryeok,v1
立秋,120.0,1989-08-07T13:04:00Z,,kfa_manseoryeok,v1
白露,150.0,1989-09-07T15:54:00Z,,kfa_manseoryeok,v1
寒露,165.0,1989-10-08T07:27:00Z,,kfa_manseoryeok,v1
立冬,195.0,1989-11-07T10:34:00Z,,kfa_manseoryeok,v1
大雪,225.0,1989-12-07T03:21:00Z,,kfa_manseoryeok,v1
小寒,285.0,1989-01-05T08:46:00Z,,kfa_manseoryeok,v1
立春,315.0,1989-02-03T20:27:00Z,,kfa_manseoryeok,v1
驚蟄,345.0,1989-03-05T14:34:00Z,,kfa_manseoryeok,v1
