term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15.0,1976-04-04T15:47:00Z,,kfa_manseoryeok,v1
立夏,45.0,1976-05-05T09:14:00Z,,kfa_manseoryeok,v1
芒種,75.0,1976-06-05T13:31:00Z,,kfa_manseoryeok,v1
小暑,90.0,1976-07-06T23:51:00Z,,kfa_manseoryeok,v1
立秋,120.0,1976-08-07T09:39:00Z,,kfa_manseoryeok,v1
白露,150.0,1976-09-07T12:28:00Z,,kfa_manseoryeok,v1
寒露,165.0,1976-10-08T03:58:00Z,,kfa_manseoryeok,v1
立冬,195.0,1976-11-07T06:59:00Z,,kfa_manseoryeok,v1
大雪,225.0,1976-12-06T23:41:00Z,,kfa_manseoryeok,v1
小寒,285.0,1976-01-06T04:58:00Z,,kfa_manseoryeok,v1
立春,315.0,1976-02-04T16:40:00Z,,kfa_manseoryeok,v1
驚蟄,345.0,1976-03-05T10:48:00Z,,kfa_manseoryeok,v1
