term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15.0,1972-04-04T16:59:00Z,,kfa_manseoryeok,v1
立夏,45.0,1972-05-05T10:01:00Z,,kfa_manseoryeok,v1
芒種,75.0,1972-06-05T14:22:00Z,,kfa_manseoryeok,v1
小暑,90.0,1972-07-07T00:43:00Z,,kfa_manseoryeok,v1
立秋,120.0,1972-08-07T10:29:00Z,,kfa_manseoryeok,v1
白露,150.0,1972-09-07T13:15:00Z,,kfa_manseoryeok,v1
寒露,165.0,1972-10-08T04:42:00Z,,kfa_manseoryeok,v1
立冬,195.0,1972-11-07T07:40:00Z,,kfa_manseoryeok,v1
大雪,225.0,1972-12-07T00:19:00Z,,kfa_manseoryeok,v1
小寒,285.0,1972-01-06T05:42:00Z,,kfa_manseoryeok,v1
立春,315.0,1972-02-04T17:20:00Z,,kfa_manseoryeok,v1
驚蟄,345.0,1972-03-05T11:28:00Z,,kfa_manseoryeok,v1
