term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15.0,2011-04-05T03:11:00Z,,kfa_manseoryeok,v1
立夏,45.0,2011-05-05T20:22:00Z,,kfa_manseoryeok,v1
芒種,75.0,2011-06-06T00:26:00Z,,kfa_manseoryeok,v1
小暑,90.0,2011-07-07T10:41:00Z,,kfa_manseoryeok,v1
立秋,120.0,2011-08-07T20:33:00Z,,kfa_manseoryeok,v1
白露,150.0,2011-09-07T23:33:00Z,,kfa_manseoryeok,v1
寒露,165.0,2011-10-08T15:18:00Z,,kfa_manseoryeok,v1
立冬,195.0,2011-11-07T18:34:00Z,,kfa_manseoryeok,v1
大雪,225.0,2011-12-07T11:28:00Z,,kfa_manseoryeok,v1
小寒,285.0,2011-01-05T16:54:00Z,,kfa_manseoryeok,v1
立春,315.0,2011-02-04T04:32:00Z,,kfa_manseoryeok,v1
驚蟄,345.0,2011-03-05T22:29:00Z,,kfa_manseoryeok,v1
