term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15.0,2014-04-04T20:46:00Z,,kfa_manseoryeok,v1
立夏,45.0,2014-05-05T13:59:00Z,,kfa_manseoryeok,v1
芒種,75.0,2014-06-05T18:02:00Z,,kfa_manseoryeok,v1
小暑,90.0,2014-07-07T04:14:00Z,,kfa_manseoryeok,v1
立秋,120.0,2014-08-07T14:02:00Z,,kfa_manseoryeok,v1
白露,150.0,2014-09-07T17:01:00Z,,kfa_manseoryeok,v1
寒露,165.0,2014-10-08T08:47:00Z,,kfa_manseoryeok,v1
立冬,195.0,2014-11-07T12:06:00Z,,kfa_manseoryeok,v1
大雪,225.0,2014-12-07T05:03:00Z,,kfa_manseoryeok,v1
小寒,285.0,2014-01-05T10:23:00Z,,kfa_manseoryeok,v1
立春,315.0,2014-02-03T22:02:00Z,,kfa_manseoryeok,v1
驚蟄,345.0,2014-03-05T16:02:00Z,,kfa_manseoryeok,v1
