term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15.0,2012-04-04T09:05:00Z,,kfa_manseoryeok,v1
立夏,45.0,2012-05-05T02:19:00Z,,kfa_manseoryeok,v1
芒種,75.0,2012-06-05T06:25:00Z,,kfa_manseoryeok,v1
小暑,90.0,2012-07-06T16:40:00Z,,kfa_manseoryeok,v1
立秋,120.0,2012-08-07T02:30:00Z,,kfa_manseoryeok,v1
白露,150.0,2012-09-07T05:28:00Z,,kfa_manseoryeok,v1
寒露,165.0,2012-10-07T21:11:00Z,,kfa_manseoryeok,v1
立冬,195.0,2012-11-07T00:25:00Z,,kfa_manseoryeok,v1
大雪,225.0,2012-12-06T17:18:00Z,,kfa_manseoryeok,v1
小寒,285.0,2012-01-05T22:43:00Z,,kfa_manseoryeok,v1
立春,315.0,2012-02-04T10:24:00Z,,kfa_manseoryeok,v1
驚蟄,345.0,2012-03-05T04:20:00Z,,kfa_manseoryeok,v1
