term,lambda_deg,utc_time,delta_t_seconds,source,algo_version
清明,15.0,1935-04-05T17:27:00Z,,kfa_manseoryeok,v1
立夏,45.0,1935-05-06T11:12:00Z,,kfa_manseoryeok,v1
芒種,75.0,1935-06-06T15:42:00Z,,kfa_manseoryeok,v1
小暑,90.0,1935-07-08T02:06:00Z,,kfa_manseoryeok,v1
立秋,120.0,1935-08-08T11:48:00Z,,kfa_manseoryeok,v1
白露,150.0,1935-09-08T14:25:00Z,,kfa_manseoryeok,v1
寒露,165.0,1935-10-09T05:36:00Z,,kfa_manseoryeok,v1
立冬,195.0,1935-11-08T08:18:00Z,,kfa_manseoryeok,v1
大雪,225.0,1935-12-08T00:45:00Z,,kfa_manseoryeok,v1
小寒,285.0,1935-01-06T06:03:00Z,,kfa_manseoryeok,v1
立春,315.0,1935-02-04T17:49:00Z,,kfa_manseoryeok,v1
驚蟄,345.0,1935-03-06T12:11:00Z,,kfa_manseoryeok,v1
